Date,USD_to_RWF_Rate,Day_of_Week,Month,Year
2010-03-12,560.2385,Friday,March,2010
2010-03-13,558.7726,Saturday,March,2010
2010-03-14,558.7738,Sunday,March,2010
2010-03-15,560.9144,Monday,March,2010
2010-03-16,560.8301,Tuesday,March,2010
2010-03-17,558.6928,Wednesday,March,2010
2010-03-18,562.7102,Thursday,March,2010
2010-03-19,566.646,Friday,March,2010
2010-03-20,568.2301,Saturday,March,2010
2010-03-21,568.342,Sunday,March,2010
2010-03-22,568.6723,Monday,March,2010
2010-03-23,568.7588,Tuesday,March,2010
2010-03-24,574.0391,Wednesday,March,2010
2010-03-25,577.1001,Thursday,March,2010
2010-03-26,575.6218,Friday,March,2010
2010-03-27,573.6014,Saturday,March,2010
2010-03-28,573.6068,Sunday,March,2010
2010-03-29,571.6105,Monday,March,2010
2010-03-30,571.4671,Tuesday,March,2010
2010-03-31,571.1316,Wednesday,March,2010
2010-04-01,568.7828,Thursday,April,2010
2010-04-02,568.0534,Friday,April,2010
2010-04-03,569.6452,Saturday,April,2010
2010-04-04,569.6151,Sunday,April,2010
2010-04-05,570.0754,Monday,April,2010
2010-04-06,573.2295,Tuesday,April,2010
2010-04-07,575.557,Wednesday,April,2010
2010-04-08,577.0205,Thursday,April,2010
2010-04-09,573.8452,Friday,April,2010
2010-04-10,570.0709,Saturday,April,2010
2010-04-11,569.9396,Sunday,April,2010
2010-04-12,565.2267,Monday,April,2010
2010-04-13,566.1573,Tuesday,April,2010
2010-04-14,564.0595,Wednesday,April,2010
2010-04-15,564.2572,Thursday,April,2010
2010-04-16,568.8959,Friday,April,2010
2010-04-17,569.7526,Saturday,April,2010
2010-04-18,569.7764,Sunday,April,2010
2010-04-19,571.278,Monday,April,2010
2010-04-20,570.9538,Tuesday,April,2010
2010-04-21,573.5582,Wednesday,April,2010
2010-04-22,575.8173,Thursday,April,2010
2010-04-23,577.8476,Friday,April,2010
2010-04-24,575.0851,Saturday,April,2010
2010-04-25,575.022,Sunday,April,2010
2010-04-26,576.153,Monday,April,2010
2010-04-27,577.2592,Tuesday,April,2010
2010-04-28,583.3755,Wednesday,April,2010
2010-04-29,581.3526,Thursday,April,2010
2010-04-30,579.535,Friday,April,2010
2010-05-01,578.5898,Saturday,May,2010
2010-05-02,578.6277,Sunday,May,2010
2010-05-03,581.2632,Monday,May,2010
2010-05-04,586.3717,Tuesday,May,2010
2010-05-05,592.2335,Wednesday,May,2010
2010-05-06,564.4407,Thursday,May,2010
2010-05-07,563.7376,Friday,May,2010
2010-05-08,565.6466,Saturday,May,2010
2010-05-09,562.4796,Sunday,May,2010
2010-05-10,568.8863,Monday,May,2010
2010-05-11,560.8756,Tuesday,May,2010
2010-05-12,563.6532,Wednesday,May,2010
2010-05-13,566.4112,Thursday,May,2010
2010-05-14,572.2757,Friday,May,2010
2010-05-15,577.9331,Saturday,May,2010
2010-05-16,578.0137,Sunday,May,2010
2010-05-17,579.9216,Monday,May,2010
2010-05-18,577.283,Tuesday,May,2010
2010-05-19,583.1778,Wednesday,May,2010
2010-05-20,576.46,Thursday,May,2010
2010-05-21,570.5299,Friday,May,2010
2010-05-22,568.1799,Saturday,May,2010
2010-05-23,567.863,Sunday,May,2010
2010-05-24,573.8308,Monday,May,2010
2010-05-25,581.1535,Tuesday,May,2010
2010-05-26,582.2682,Wednesday,May,2010
2010-05-27,579.8227,Thursday,May,2010
2010-05-28,579.2879,Friday,May,2010
2010-05-29,581.2137,Saturday,May,2010
2010-05-30,581.6482,Sunday,May,2010
2010-05-31,580.3976,Monday,May,2010
2010-06-01,580.7511,Tuesday,June,2010
2010-06-02,581.9871,Wednesday,June,2010
2010-06-03,584.2004,Thursday,June,2010
2010-06-04,589.2227,Friday,June,2010
2010-06-05,595.6285,Saturday,June,2010
2010-06-06,596.2991,Sunday,June,2010
2010-06-07,598.996,Monday,June,2010
2010-06-08,598.2111,Tuesday,June,2010
2010-06-09,596.2072,Wednesday,June,2010
2010-06-10,592.4466,Thursday,June,2010
2010-06-11,590.3985,Friday,June,2010
2010-06-12,590.2758,Saturday,June,2010
2010-06-13,590.2758,Sunday,June,2010
2010-06-14,584.9783,Monday,June,2010
2010-06-15,582.6978,Tuesday,June,2010
2010-06-16,580.4148,Wednesday,June,2010
2010-06-17,579.1964,Thursday,June,2010
2010-06-18,577.0504,Friday,June,2010
2010-06-19,576.4876,Saturday,June,2010
2010-06-20,576.4876,Sunday,June,2010
2010-06-21,576.7464,Monday,June,2010
2010-06-22,581.1028,Tuesday,June,2010
2010-06-23,581.3476,Wednesday,June,2010
2010-06-24,579.7487,Thursday,June,2010
2010-06-25,579.1699,Friday,June,2010
2010-06-26,576.9112,Saturday,June,2010
2010-06-27,576.6632,Sunday,June,2010
2010-06-28,578.8429,Monday,June,2010
2010-06-29,584.4349,Tuesday,June,2010
2010-06-30,583.7632,Wednesday,June,2010
2010-07-01,578.8692,Thursday,July,2010
2010-07-02,569.5455,Friday,July,2010
2010-07-03,568.524,Saturday,July,2010
2010-07-04,568.7405,Sunday,July,2010
2010-07-05,569.8286,Monday,July,2010
2010-07-06,568.7141,Tuesday,July,2010
2010-07-07,565.1668,Wednesday,July,2010
2010-07-08,566.1159,Thursday,July,2010
2010-07-09,567.6505,Friday,July,2010
2010-07-10,570.2141,Saturday,July,2010
2010-07-11,570.2141,Sunday,July,2010
2010-07-12,568.856,Monday,July,2010
2010-07-13,566.9215,Tuesday,July,2010
2010-07-14,561.1441,Wednesday,July,2010
2010-07-15,557.5583,Thursday,July,2010
2010-07-16,556.3611,Friday,July,2010
2010-07-17,558.8702,Saturday,July,2010
2010-07-18,558.8702,Sunday,July,2010
2010-07-19,571.3085,Monday,July,2010
2010-07-20,595.0315,Tuesday,July,2010
2010-07-21,599.1315,Wednesday,July,2010
2010-07-22,599.296,Thursday,July,2010
2010-07-23,596.2153,Friday,July,2010
2010-07-24,596.0868,Saturday,July,2010
2010-07-25,596.045,Sunday,July,2010
2010-07-26,594.3174,Monday,July,2010
2010-07-27,591.8883,Tuesday,July,2010
2010-07-28,592.0826,Wednesday,July,2010
2010-07-29,589.5769,Thursday,July,2010
2010-07-30,589.1045,Friday,July,2010
2010-07-31,589.3616,Saturday,July,2010
2010-08-01,589.3431,Sunday,August,2010
2010-08-02,586.72,Monday,August,2010
2010-08-03,582.5578,Tuesday,August,2010
2010-08-04,583.1891,Wednesday,August,2010
2010-08-05,584.4433,Thursday,August,2010
2010-08-06,581.6301,Friday,August,2010
2010-08-07,578.2742,Saturday,August,2010
2010-08-08,578.236,Sunday,August,2010
2010-08-09,580.2203,Monday,August,2010
2010-08-10,585.0547,Tuesday,August,2010
2010-08-11,591.744,Wednesday,August,2010
2010-08-12,598.5651,Thursday,August,2010
2010-08-13,600.3979,Friday,August,2010
2010-08-14,603.338,Saturday,August,2010
2010-08-15,603.5442,Sunday,August,2010
2010-08-16,602.1943,Monday,August,2010
2010-08-17,598.2114,Tuesday,August,2010
2010-08-18,597.8199,Wednesday,August,2010
2010-08-19,599.4457,Thursday,August,2010
2010-08-20,603.3903,Friday,August,2010
2010-08-21,605.4078,Saturday,August,2010
2010-08-22,605.4108,Sunday,August,2010
2010-08-23,605.8927,Monday,August,2010
2010-08-24,609.1027,Tuesday,August,2010
2010-08-25,607.9965,Wednesday,August,2010
2010-08-26,605.6529,Thursday,August,2010
2010-08-27,604.7396,Friday,August,2010
2010-08-28,603.3409,Saturday,August,2010
2010-08-29,603.1876,Sunday,August,2010
2010-08-30,605.1295,Monday,August,2010
2010-08-31,607.2581,Tuesday,August,2010
2010-09-01,602.7689,Wednesday,September,2010
2010-09-02,600.634,Thursday,September,2010
2010-09-03,598.5123,Friday,September,2010
2010-09-04,595.8327,Saturday,September,2010
2010-09-05,595.8583,Sunday,September,2010
2010-09-06,596.9329,Monday,September,2010
2010-09-07,602.4256,Tuesday,September,2010
2010-09-08,605.1475,Wednesday,September,2010
2010-09-09,605.2451,Thursday,September,2010
2010-09-10,605.706,Friday,September,2010
2010-09-11,606.8805,Saturday,September,2010
2010-09-12,606.7784,Sunday,September,2010
2010-09-13,600.5582,Monday,September,2010
2010-09-14,595.8452,Tuesday,September,2010
2010-09-15,592.1899,Wednesday,September,2010
2010-09-16,589.7723,Thursday,September,2010
2010-09-17,588.13,Friday,September,2010
2010-09-18,589.5865,Saturday,September,2010
2010-09-19,589.504,Sunday,September,2010
2010-09-20,588.9454,Monday,September,2010
2010-09-21,585.9,Tuesday,September,2010
2010-09-22,576.5714,Wednesday,September,2010
2010-09-23,575.8667,Thursday,September,2010
2010-09-24,574.0498,Friday,September,2010
2010-09-25,569.8941,Saturday,September,2010
2010-09-26,570.0703,Sunday,September,2010
2010-09-27,571.2982,Monday,September,2010
2010-09-28,570.7428,Tuesday,September,2010
2010-09-29,590.1643,Wednesday,September,2010
2010-09-30,586.6659,Thursday,September,2010
2010-10-01,568.3646,Friday,October,2010
2010-10-02,603.6211,Saturday,October,2010
2010-10-03,603.6207,Sunday,October,2010
2010-10-04,606.5841,Monday,October,2010
2010-10-05,596.5842,Tuesday,October,2010
2010-10-06,601.1746,Wednesday,October,2010
2010-10-07,598.1805,Thursday,October,2010
2010-10-08,598.7047,Friday,October,2010
2010-10-09,598.0517,Saturday,October,2010
2010-10-10,598.0441,Sunday,October,2010
2010-10-11,598.4274,Monday,October,2010
2010-10-12,601.8112,Tuesday,October,2010
2010-10-13,597.0728,Wednesday,October,2010
2010-10-14,591.8214,Thursday,October,2010
2010-10-15,591.4437,Friday,October,2010
2010-10-16,595.257,Saturday,October,2010
2010-10-17,596.3403,Sunday,October,2010
2010-10-18,598.6487,Monday,October,2010
2010-10-19,601.6988,Tuesday,October,2010
2010-10-20,601.9194,Wednesday,October,2010
2010-10-21,597.3442,Thursday,October,2010
2010-10-22,598.8187,Friday,October,2010
2010-10-23,597.454,Saturday,October,2010
2010-10-24,597.4511,Sunday,October,2010
2010-10-25,595.0496,Monday,October,2010
2010-10-26,598.8917,Tuesday,October,2010
2010-10-27,603.8912,Wednesday,October,2010
2010-10-28,601.3893,Thursday,October,2010
2010-10-29,598.9063,Friday,October,2010
2010-10-30,590.2082,Saturday,October,2010
2010-10-31,590.2094,Sunday,October,2010
2010-11-01,597.8418,Monday,November,2010
2010-11-02,596.095,Tuesday,November,2010
2010-11-03,593.4074,Wednesday,November,2010
2010-11-04,587.3744,Thursday,November,2010
2010-11-05,590.0363,Friday,November,2010
2010-11-06,593.6876,Saturday,November,2010
2010-11-07,593.6715,Sunday,November,2010
2010-11-08,597.683,Monday,November,2010
2010-11-09,600.9999,Tuesday,November,2010
2010-11-10,605.4138,Wednesday,November,2010
2010-11-11,593.9626,Thursday,November,2010
2010-11-12,587.5409,Friday,November,2010
2010-11-13,608.2631,Saturday,November,2010
2010-11-14,608.3385,Sunday,November,2010
2010-11-15,592.9604,Monday,November,2010
2010-11-16,600.7737,Tuesday,November,2010
2010-11-17,569.381,Wednesday,November,2010
2010-11-18,584.5547,Thursday,November,2010
2010-11-19,598.7636,Friday,November,2010
2010-11-20,609.5119,Saturday,November,2010
2010-11-21,609.4356,Sunday,November,2010
2010-11-22,597.6756,Monday,November,2010
2010-11-23,569.8757,Tuesday,November,2010
2010-11-24,575.4848,Wednesday,November,2010
2010-11-25,576.6825,Thursday,November,2010
2010-11-26,579.9075,Friday,November,2010
2010-11-27,580.9539,Saturday,November,2010
2010-11-28,580.8302,Sunday,November,2010
2010-11-29,583.8749,Monday,November,2010
2010-11-30,589.5226,Tuesday,November,2010
2010-12-01,588.44,Wednesday,December,2010
2010-12-02,584.3703,Thursday,December,2010
2010-12-03,578.7045,Friday,December,2010
2010-12-04,573.8534,Saturday,December,2010
2010-12-05,574.1191,Sunday,December,2010
2010-12-06,577.6043,Monday,December,2010
2010-12-07,577.0962,Tuesday,December,2010
2010-12-08,581.1079,Wednesday,December,2010
2010-12-09,580.4291,Thursday,December,2010
2010-12-10,581.0686,Friday,December,2010
2010-12-11,581.8759,Saturday,December,2010
2010-12-12,581.8546,Sunday,December,2010
2010-12-13,579.1453,Monday,December,2010
2010-12-14,587.85,Tuesday,December,2010
2010-12-15,578.0688,Wednesday,December,2010
2010-12-16,581.5464,Thursday,December,2010
2010-12-17,580.8856,Friday,December,2010
2010-12-18,583.7695,Saturday,December,2010
2010-12-19,584.5598,Sunday,December,2010
2010-12-20,586.3121,Monday,December,2010
2010-12-21,587.3312,Tuesday,December,2010
2010-12-22,586.599,Wednesday,December,2010
2010-12-23,586.1992,Thursday,December,2010
2010-12-24,586.1257,Friday,December,2010
2010-12-25,586.3249,Saturday,December,2010
2010-12-26,587.5569,Sunday,December,2010
2010-12-27,583.4238,Monday,December,2010
2010-12-28,587.3187,Tuesday,December,2010
2010-12-29,581.8979,Wednesday,December,2010
2010-12-30,578.4679,Thursday,December,2010
2010-12-31,574.5824,Friday,December,2010
2011-01-01,574.7795,Saturday,January,2011
2011-01-02,574.7795,Sunday,January,2011
2011-01-03,575.7807,Monday,January,2011
2011-01-04,577.7861,Tuesday,January,2011
2011-01-05,584.0713,Wednesday,January,2011
2011-01-06,591.9343,Thursday,January,2011
2011-01-07,595.998,Friday,January,2011
2011-01-08,595.998,Saturday,January,2011
2011-01-09,596.1898,Sunday,January,2011
2011-01-10,593.5039,Monday,January,2011
2011-01-11,592.9179,Tuesday,January,2011
2011-01-12,586.0085,Wednesday,January,2011
2011-01-13,575.9155,Thursday,January,2011
2011-01-14,574.5962,Friday,January,2011
2011-01-15,574.5477,Saturday,January,2011
2011-01-16,574.1135,Sunday,January,2011
2011-01-17,578.9311,Monday,January,2011
2011-01-18,574.7902,Tuesday,January,2011
2011-01-19,571.8427,Wednesday,January,2011
2011-01-20,571.0362,Thursday,January,2011
2011-01-21,611.7708,Friday,January,2011
2011-01-22,611.4063,Saturday,January,2011
2011-01-23,611.8302,Sunday,January,2011
2011-01-24,610.8817,Monday,January,2011
2011-01-25,609.2074,Tuesday,January,2011
2011-01-26,607.6585,Wednesday,January,2011
2011-01-27,607.169,Thursday,January,2011
2011-01-28,612.1162,Friday,January,2011
2011-01-29,612.4314,Saturday,January,2011
2011-01-30,613.8633,Sunday,January,2011
2011-01-31,608.0083,Monday,January,2011
2011-02-01,602.6754,Tuesday,February,2011
2011-02-02,603.0634,Wednesday,February,2011
2011-02-03,611.6345,Thursday,February,2011
2011-02-04,613.6975,Friday,February,2011
2011-02-05,613.4389,Saturday,February,2011
2011-02-06,613.8961,Sunday,February,2011
2011-02-07,613.0642,Monday,February,2011
2011-02-08,611.6298,Tuesday,February,2011
2011-02-09,607.1429,Wednesday,February,2011
2011-02-10,612.6644,Thursday,February,2011
2011-02-11,615.3694,Friday,February,2011
2011-02-12,615.3694,Saturday,February,2011
2011-02-13,615.6386,Sunday,February,2011
2011-02-14,618.1487,Monday,February,2011
2011-02-15,617.152,Tuesday,February,2011
2011-02-16,614.3703,Wednesday,February,2011
2011-02-17,612.2891,Thursday,February,2011
2011-02-18,608.5543,Friday,February,2011
2011-02-19,608.5543,Saturday,February,2011
2011-02-20,608.7041,Sunday,February,2011
2011-02-21,609.2351,Monday,February,2011
2011-02-22,609.5159,Tuesday,February,2011
2011-02-23,605.4539,Wednesday,February,2011
2011-02-24,603.6298,Thursday,February,2011
2011-02-25,605.8961,Friday,February,2011
2011-02-26,605.8961,Saturday,February,2011
2011-02-27,606.7006,Sunday,February,2011
2011-02-28,603.3458,Monday,February,2011
2011-03-01,603.526,Tuesday,March,2011
2011-03-02,600.9389,Wednesday,March,2011
2011-03-03,596.9133,Thursday,March,2011
2011-03-04,595.7283,Friday,March,2011
2011-03-05,595.7283,Saturday,March,2011
2011-03-06,595.8748,Sunday,March,2011
2011-03-07,596.8184,Monday,March,2011
2011-03-08,599.3627,Tuesday,March,2011
2011-03-09,599.3683,Wednesday,March,2011
2011-03-10,603.5896,Thursday,March,2011
2011-03-11,599.347,Friday,March,2011
2011-03-12,599.347,Saturday,March,2011
2011-03-13,599.6827,Sunday,March,2011
2011-03-14,595.7166,Monday,March,2011
2011-03-15,596.327,Tuesday,March,2011
2011-03-16,599.4225,Wednesday,March,2011
2011-03-17,594.4637,Thursday,March,2011
2011-03-18,587.5529,Friday,March,2011
2011-03-19,587.5015,Saturday,March,2011
2011-03-20,587.8999,Sunday,March,2011
2011-03-21,586.1491,Monday,March,2011
2011-03-22,587.7499,Tuesday,March,2011
2011-03-23,590.8056,Wednesday,March,2011
2011-03-24,587.7792,Thursday,March,2011
2011-03-25,591.5202,Friday,March,2011
2011-03-26,591.5202,Saturday,March,2011
2011-03-27,592.9618,Sunday,March,2011
2011-03-28,591.8652,Monday,March,2011
2011-03-29,590.538,Tuesday,March,2011
2011-03-30,590.2086,Wednesday,March,2011
2011-03-31,588.3178,Thursday,March,2011
2011-04-01,585.4332,Friday,April,2011
2011-04-02,585.3815,Saturday,April,2011
2011-04-03,585.1273,Sunday,April,2011
2011-04-04,586.0562,Monday,April,2011
2011-04-05,586.2834,Tuesday,April,2011
2011-04-06,581.6435,Wednesday,April,2011
2011-04-07,582.7716,Thursday,April,2011
2011-04-08,575.2055,Friday,April,2011
2011-04-09,575.3072,Saturday,April,2011
2011-04-10,575.6937,Sunday,April,2011
2011-04-11,577.327,Monday,April,2011
2011-04-12,575.6532,Tuesday,April,2011
2011-04-13,576.9349,Wednesday,April,2011
2011-04-14,575.1238,Thursday,April,2011
2011-04-15,577.3,Friday,April,2011
2011-04-16,577.3,Saturday,April,2011
2011-04-17,577.7955,Sunday,April,2011
2011-04-18,586.1825,Monday,April,2011
2011-04-19,581.0819,Tuesday,April,2011
2011-04-20,574.0255,Wednesday,April,2011
2011-04-21,572.6265,Thursday,April,2011
2011-04-22,572.2636,Friday,April,2011
2011-04-23,572.2636,Saturday,April,2011
2011-04-24,571.6403,Sunday,April,2011
2011-04-25,623.3404,Monday,April,2011
2011-04-26,619.8647,Tuesday,April,2011
2011-04-27,615.1903,Wednesday,April,2011
2011-04-28,612.9236,Thursday,April,2011
2011-04-29,613.8962,Friday,April,2011
2011-04-30,613.8962,Saturday,April,2011
2011-05-01,614.632,Sunday,May,2011
2011-05-02,613.0279,Monday,May,2011
2011-05-03,612.913,Tuesday,May,2011
2011-05-04,612.9861,Wednesday,May,2011
2011-05-05,625.2775,Thursday,May,2011
2011-05-06,581.9435,Friday,May,2011
2011-05-07,581.9435,Saturday,May,2011
2011-05-08,582.5129,Sunday,May,2011
2011-05-09,580.048,Monday,May,2011
2011-05-10,578.4152,Tuesday,May,2011
2011-05-11,586.3783,Wednesday,May,2011
2011-05-12,585.3089,Thursday,May,2011
2011-05-13,590.5265,Friday,May,2011
2011-05-14,590.6294,Saturday,May,2011
2011-05-15,591.3596,Sunday,May,2011
2011-05-16,588.1355,Monday,May,2011
2011-05-17,585.1948,Tuesday,May,2011
2011-05-18,585.0812,Wednesday,May,2011
2011-05-19,582.101,Thursday,May,2011
2011-05-20,588.7396,Friday,May,2011
2011-05-21,588.7396,Saturday,May,2011
2011-05-22,589.3933,Sunday,May,2011
2011-05-23,593.5308,Monday,May,2011
2011-05-24,590.7948,Tuesday,May,2011
2011-05-25,591.3549,Wednesday,May,2011
2011-05-26,589.6505,Thursday,May,2011
2011-05-27,582.041,Friday,May,2011
2011-05-28,582.041,Saturday,May,2011
2011-05-29,582.041,Sunday,May,2011
2011-05-30,582.8177,Monday,May,2011
2011-05-31,578.4337,Tuesday,May,2011
2011-06-01,581.4203,Wednesday,June,2011
2011-06-02,575.3677,Thursday,June,2011
2011-06-03,621.1328,Friday,June,2011
2011-06-04,621.1328,Saturday,June,2011
2011-06-05,620.1135,Sunday,June,2011
2011-06-06,571.6047,Monday,June,2011
2011-06-07,619.0555,Tuesday,June,2011
2011-06-08,623.109,Wednesday,June,2011
2011-06-09,626.5762,Thursday,June,2011
2011-06-10,580.8734,Friday,June,2011
2011-06-11,580.8734,Saturday,June,2011
2011-06-12,580.945,Sunday,June,2011
2011-06-13,578.0703,Monday,June,2011
2011-06-14,576.9622,Tuesday,June,2011
2011-06-15,587.7691,Wednesday,June,2011
2011-06-16,586.5516,Thursday,June,2011
2011-06-17,582.829,Friday,June,2011
2011-06-18,582.829,Saturday,June,2011
2011-06-19,583.4415,Sunday,June,2011
2011-06-20,582.3974,Monday,June,2011
2011-06-21,579.7325,Tuesday,June,2011
2011-06-22,581.6415,Wednesday,June,2011
2011-06-23,584.0198,Thursday,June,2011
2011-06-24,587.323,Friday,June,2011
2011-06-25,587.323,Saturday,June,2011
2011-06-26,587.2862,Sunday,June,2011
2011-06-27,583.2135,Monday,June,2011
2011-06-28,580.4558,Tuesday,June,2011
2011-06-29,576.7197,Wednesday,June,2011
2011-06-30,626.9475,Thursday,June,2011
2011-07-01,625.8944,Friday,July,2011
2011-07-02,625.8944,Saturday,July,2011
2011-07-03,626.1671,Sunday,July,2011
2011-07-04,625.0953,Monday,July,2011
2011-07-05,577.7211,Tuesday,July,2011
2011-07-06,581.8445,Wednesday,July,2011
2011-07-07,579.8553,Thursday,July,2011
2011-07-08,584.0651,Friday,July,2011
2011-07-09,584.0651,Saturday,July,2011
2011-07-10,585.3044,Sunday,July,2011
2011-07-11,593.2248,Monday,July,2011
2011-07-12,596.9657,Tuesday,July,2011
2011-07-13,587.1165,Wednesday,July,2011
2011-07-14,588.9639,Thursday,July,2011
2011-07-15,588.7608,Friday,July,2011
2011-07-16,588.7608,Saturday,July,2011
2011-07-17,516.9561,Sunday,July,2011
2011-07-18,591.1233,Monday,July,2011
2011-07-19,588.4358,Tuesday,July,2011
2011-07-20,585.6748,Wednesday,July,2011
2011-07-21,577.6457,Thursday,July,2011
2011-07-22,580.5215,Friday,July,2011
2011-07-23,580.5215,Saturday,July,2011
2011-07-24,580.0588,Sunday,July,2011
2011-07-25,579.6322,Monday,July,2011
2011-07-26,626.3598,Tuesday,July,2011
2011-07-27,580.0053,Wednesday,July,2011
2011-07-28,581.8619,Thursday,July,2011
2011-07-29,578.7065,Friday,July,2011
2011-07-30,578.7065,Saturday,July,2011
2011-07-31,579.2707,Sunday,July,2011
2011-08-01,584.4116,Monday,August,2011
2011-08-02,587.7053,Tuesday,August,2011
2011-08-03,581.4013,Wednesday,August,2011
2011-08-04,591.9608,Thursday,August,2011
2011-08-05,583.5519,Friday,August,2011
2011-08-06,583.5519,Saturday,August,2011
2011-08-07,582.5366,Sunday,August,2011
2011-08-08,587.722,Monday,August,2011
2011-08-09,579.4614,Tuesday,August,2011
2011-08-10,593.5244,Wednesday,August,2011
2011-08-11,585.6286,Thursday,August,2011
2011-08-12,584.8744,Friday,August,2011
2011-08-13,584.8744,Saturday,August,2011
2011-08-14,584.4435,Sunday,August,2011
2011-08-15,576.8331,Monday,August,2011
2011-08-16,578.9388,Tuesday,August,2011
2011-08-17,577.7408,Wednesday,August,2011
2011-08-18,581.5715,Thursday,August,2011
2011-08-19,578.6868,Friday,August,2011
2011-08-20,578.6868,Saturday,August,2011
2011-08-21,578.2303,Sunday,August,2011
2011-08-22,580.2361,Monday,August,2011
2011-08-23,577.2262,Tuesday,August,2011
2011-08-24,577.957,Wednesday,August,2011
2011-08-25,579.6946,Thursday,August,2011
2011-08-26,574.7811,Friday,August,2011
2011-08-27,574.7811,Saturday,August,2011
2011-08-28,575.5898,Sunday,August,2011
2011-08-29,574.1384,Monday,August,2011
2011-08-30,577.0882,Tuesday,August,2011
2011-08-31,579.5229,Wednesday,August,2011
2011-09-01,584.1829,Thursday,September,2011
2011-09-02,586.612,Friday,September,2011
2011-09-03,586.612,Saturday,September,2011
2011-09-04,588.2808,Sunday,September,2011
2011-09-05,591.6884,Monday,September,2011
2011-09-06,595.0589,Tuesday,September,2011
2011-09-07,591.2162,Wednesday,September,2011
2011-09-08,599.687,Thursday,September,2011
2011-09-09,610.0863,Friday,September,2011
2011-09-10,610.0863,Saturday,September,2011
2011-09-11,611.2408,Sunday,September,2011
2011-09-12,609.419,Monday,September,2011
2011-09-13,608.8058,Tuesday,September,2011
2011-09-14,606.2384,Wednesday,September,2011
2011-09-15,600.3187,Thursday,September,2011
2011-09-16,603.8158,Friday,September,2011
2011-09-17,603.8158,Saturday,September,2011
2011-09-18,606.5425,Sunday,September,2011
2011-09-19,610.696,Monday,September,2011
2011-09-20,608.5405,Tuesday,September,2011
2011-09-21,613.6364,Wednesday,September,2011
2011-09-22,618.5981,Thursday,September,2011
2011-09-23,618.7098,Friday,September,2011
2011-09-24,618.7098,Saturday,September,2011
2011-09-25,616.3139,Sunday,September,2011
2011-09-26,616.4663,Monday,September,2011
2011-09-27,613.3172,Tuesday,September,2011
2011-09-28,615.7164,Wednesday,September,2011
2011-09-29,613.9535,Thursday,September,2011
2011-09-30,622.4867,Friday,September,2011
2011-10-01,622.4867,Saturday,October,2011
2011-10-02,622.6066,Sunday,October,2011
2011-10-03,583.4151,Monday,October,2011
2011-10-04,625.0539,Tuesday,October,2011
2011-10-05,624.4476,Wednesday,October,2011
2011-10-06,620.7202,Thursday,October,2011
2011-10-07,622.9243,Friday,October,2011
2011-10-08,622.9243,Saturday,October,2011
2011-10-09,623.7663,Sunday,October,2011
2011-10-10,611.3595,Monday,October,2011
2011-10-11,610.6442,Tuesday,October,2011
2011-10-12,604.5357,Wednesday,October,2011
2011-10-13,605.4832,Thursday,October,2011
2011-10-14,600.3097,Friday,October,2011
2011-10-15,600.3097,Saturday,October,2011
2011-10-16,600.158,Sunday,October,2011
2011-10-17,606.6862,Monday,October,2011
2011-10-18,606.6683,Tuesday,October,2011
2011-10-19,605.5468,Wednesday,October,2011
2011-10-20,604.8038,Thursday,October,2011
2011-10-21,599.7827,Friday,October,2011
2011-10-22,599.7827,Saturday,October,2011
2011-10-23,600.2342,Sunday,October,2011
2011-10-24,598.1036,Monday,October,2011
2011-10-25,599.3832,Tuesday,October,2011
2011-10-26,599.9457,Wednesday,October,2011
2011-10-27,588.2292,Thursday,October,2011
2011-10-28,588.922,Friday,October,2011
2011-10-29,588.922,Saturday,October,2011
2011-10-30,589.7993,Sunday,October,2011
2011-10-31,601.5466,Monday,October,2011
2011-11-01,609.1694,Tuesday,November,2011
2011-11-02,608.1605,Wednesday,November,2011
2011-11-03,603.0325,Thursday,November,2011
2011-11-04,604.4447,Friday,November,2011
2011-11-05,604.0809,Saturday,November,2011
2011-11-06,601.5039,Sunday,November,2011
2011-11-07,601.375,Monday,November,2011
2011-11-08,601.0519,Tuesday,November,2011
2011-11-09,601.4536,Wednesday,November,2011
2011-11-10,601.6137,Thursday,November,2011
2011-11-11,601.9723,Friday,November,2011
2011-11-12,601.9723,Saturday,November,2011
2011-11-13,601.6353,Sunday,November,2011
2011-11-14,601.3319,Monday,November,2011
2011-11-15,601.645,Tuesday,November,2011
2011-11-16,602.1268,Wednesday,November,2011
2011-11-17,601.4758,Thursday,November,2011
2011-11-18,601.6375,Friday,November,2011
2011-11-19,601.504,Saturday,November,2011
2011-11-20,602.9154,Sunday,November,2011
2011-11-21,601.9985,Monday,November,2011
2011-11-22,601.3857,Tuesday,November,2011
2011-11-23,601.5848,Wednesday,November,2011
2011-11-24,602.2448,Thursday,November,2011
2011-11-25,602.2166,Friday,November,2011
2011-11-26,602.2166,Saturday,November,2011
2011-11-27,600.4665,Sunday,November,2011
2011-11-28,602.3192,Monday,November,2011
2011-11-29,602.791,Tuesday,November,2011
2011-11-30,602.1056,Wednesday,November,2011
2011-12-01,603.2328,Thursday,December,2011
2011-12-02,602.9872,Friday,December,2011
2011-12-03,602.9872,Saturday,December,2011
2011-12-04,602.485,Sunday,December,2011
2011-12-05,603.0733,Monday,December,2011
2011-12-06,603.0352,Tuesday,December,2011
2011-12-07,603.5487,Wednesday,December,2011
2011-12-08,602.8988,Thursday,December,2011
2011-12-09,602.7863,Friday,December,2011
